device_id,timestamp,aqi,pm,voc,pm_color,voc_color,aqi_color
D1903-01196,2022-04-28T17:00:00,0.42107534,0.025730995,0.028659053,0,0,0
D1903-01196,2022-04-28T17:05:00,0.42107534,0.029071333,0.025993096,0,0,0
D1903-01196,2022-04-28T17:10:00,0.42107534,0.03239521,0.023327136,0,0,0
D1903-01196,2022-04-28T17:15:00,0.42107534,0.032794956,0.022660647,0,0,0
D1903-01196,2022-04-28T17:20:00,0.42107534,0.033812564,0.021327669,0,0,0
D1903-01196,2022-04-28T17:25:00,0.42107534,0.025669437,0.020661179,0,0,0
D1903-01196,2022-04-28T17:30:00,0.42107534,0.036284678,0.01866171,0,0,0
D1903-01196,2022-04-28T17:35:00,0.42107534,0.023867352,0.01866171,0,0,0
D1903-01196,2022-04-28T17:40:00,0.42107534,0.029472629,0.015329261,0,0,0
D1903-01196,2022-04-28T17:45:00,0.42107534,0.0171552,0.013329793,0,0,0
D1903-01196,2022-04-28T17:50:00,0.42107534,0.020290738,0.013329793,0,0,0
D1903-01196,2022-04-28T17:55:00,0.42107534,0.021418769,0.013996282,0,0,0
D1903-01196,2022-04-28T18:00:00,0.42107534,0.017125221,0.012663303,0,0,0
D1903-01196,2022-04-28T18:05:00,0.42107534,0.016962526,0.011330323,0,0,0
D1903-01196,2022-04-28T18:10:00,0.42107534,0.030971356,0.010663834,0,0,0
D1903-01196,2022-04-28T18:15:00,0.42107534,0.02372473,0.009997345,0,0,0
D1903-01196,2022-04-28T18:20:00,0.42107534,0.024369836,0.0073313857,0,0,0
D1903-01196,2022-04-28T18:25:00,0.42107534,0.012112007,0.009330855,0,0,0
D1903-01196,2022-04-28T18:30:00,0.42107534,0.026050195,0.009997345,0,0,0
D1903-01196,2022-04-28T18:35:00,0.42107534,0.019838927,0.0046654274,0,0,0
D1903-01196,2022-04-28T18:40:00,0.42107534,0.017880235,0.0,0,0,0
D1903-01196,2022-04-28T18:45:00,0.42107534,0.018909298,0.0013329793,0,0,0
D1903-01196,2022-04-28T18:50:00,0.42107534,0.019946152,0.0039989376,0,0,0
D1903-01196,2022-04-28T18:55:00,0.42107534,0.012116392,0.0046654274,0,0,0
D1903-01196,2022-04-28T19:00:00,0.42107534,0.018866368,0.0039989376,0,0,0
D1903-01196,2022-04-28T19:05:00,0.42107534,0.014967147,0.0046654274,0,0,0
D1903-01196,2022-04-28T19:10:00,0.42107534,0.020733003,0.005331917,0,0,0
D1903-01196,2022-04-28T19:15:00,0.42107534,0.025441363,0.0046654274,0,0,0
D1903-01196,2022-04-28T19:20:00,0.42107534,0.022475127,0.0039989376,0,0,0
D1903-01196,2022-04-28T19:25:00,0.42107534,0.02431875,0.0046654274,0,0,0
D1903-01196,2022-04-28T19:30:00,0.42107534,0.027748872,0.0046654274,0,0,0
D1903-01196,2022-04-28T19:35:00,0.42107534,0.021426974,0.0033324482,0,0,0
D1903-01196,2022-04-28T19:40:00,0.42107534,0.022555932,0.0033324482,0,0,0
D1903-01196,2022-04-28T19:45:00,0.42107534,0.020676449,0.0039989376,0,0,0
D1903-01196,2022-04-28T19:50:00,0.42107534,0.015577371,0.0033324482,0,0,0
D1903-01196,2022-04-28T19:55:00,0.42107534,0.015097799,0.0033324482,0,0,0
D1903-01196,2022-04-28T20:00:00,0.42107534,0.022133637,0.0033324482,0,0,0
D1903-01196,2022-04-28T20:05:00,0.42107534,0.019449603,0.0033324482,0,0,0
D1903-01196,2022-04-28T20:10:00,0.42107534,0.0355696,0.0026659586,0,0,0
D1903-01196,2022-04-28T20:15:00,0.42107534,0.023262031,0.0026659586,0,0,0
D1903-01196,2022-04-28T20:20:00,0.42107534,0.024775978,0.0033324482,0,0,0
D1903-01196,2022-04-28T20:25:00,0.42107534,0.019200685,0.0046654274,0,0,0
D1903-01196,2022-04-28T20:30:00,0.42107534,0.017125119,0.0033324482,0,0,0
D1903-01196,2022-04-28T20:35:00,0.42107534,0.026379714,0.0033324482,0,0,0
D1903-01196,2022-04-28T20:40:00,0.42107534,0.022695616,0.0019994688,0,0,0
D1903-01196,2022-04-28T20:45:00,0.42107534,0.018727355,0.00066648965,0,0,0
D1903-01196,2022-04-28T20:50:00,0.42107534,0.022471877,0.00066648965,0,0,0
D1903-01196,2022-04-28T20:55:00,0.42107534,0.024644192,0.0026659586,0,0,0
D1903-01196,2022-04-28T21:00:00,0.42107534,0.027883084,0.0046654274,0,0,0
D1903-01196,2022-04-28T21:05:00,0.42107534,0.02029435,0.0046654274,0,0,0
D1903-01196,2022-04-28T21:10:00,0.42107534,0.013532353,0.0059984066,0,0,0
D1903-01196,2022-04-28T21:15:00,0.42107534,0.016829243,0.0033324482,0,0,0
D1903-01196,2022-04-28T21:20:00,0.42107534,0.021257002,0.0046654274,0,0,0
D1903-01196,2022-04-28T21:25:00,0.42107534,0.023689331,0.0019994688,0,0,0
D1903-01196,2022-04-28T21:30:00,0.42107534,0.031386532,0.0019994688,0,0,0
D1903-01196,2022-04-28T21:35:00,0.42107534,0.024596205,0.00066648965,0,0,0
D1903-01196,2022-04-28T21:40:00,0.42107534,0.021562992,0.0013329793,0,0,0
D1903-01196,2022-04-28T21:45:00,0.42107534,0.015658023,0.0026659586,0,0,0
D1903-01196,2022-04-28T21:50:00,0.42107534,0.015643781,0.0033324482,0,0,0
D1903-01196,2022-04-28T21:55:00,0.42107534,0.015214673,0.0013329793,0,0,0
D1903-01196,2022-04-28T22:00:00,0.42107534,0.021691166,0.0013329793,0,0,0
D1903-01196,2022-04-28T22:05:00,0.42107534,0.023695266,0.0,0,0,0
D1903-01196,2022-04-28T22:10:00,0.42107534,0.026496692,0.00066648965,0,0,0
D1903-01196,2022-04-28T22:15:00,0.42107534,0.021982914,0.00066648965,0,0,0
